00000, 354.34, 20565.3
00002, 351.69, 22680.0
00008, 357.75, 22575.7
00015, 356.52, 22609.7
00050, 285.22, 22457.5
00100, 225.46, 22421.7
00200, 126.64, 17403.4
00300, 111.09, 12774.8
00400, 103.93, 10032.6
00500, 99.30, 7781.1
00700, 95.30, 5783.3
01000, 93.09, 4375.5
01300, 91.69, 3569.9
01700, 93.26, 2930.4
02500, 92.95, 2233.1
03500, 93.84, 1791.1
05000, 95.21, 1451.7
09000, 95.12, 1108.6
20000, 95.18, 867.5
